road_link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,notes
76,278,824,,0,0.86267,120,period-based
76,279,825,,0,0.86267,120,period-based
76,280,826,,0,0.86267,120,period-based
76,281,827,,0,0.86267,120,period-based
76,282,828,,0,0.86267,120,period-based
76,283,829,,0,0.86267,120,period-based
76,284,830,,0,0.86267,120,period-based
76,285,831,,0,0.86267,120,period-based
76,286,832,,0,0.86267,120,period-based
76,287,833,,0,0.86267,120,period-based
76,288,834,,0,0.86267,120,period-based
76,289,835,,0,0.86267,120,period-based
76,290,836,,0,0.86267,120,period-based
76,291,837,,0,0.86267,120,period-based
76,292,838,,0,0.86267,120,period-based
76,293,839,,0,0.86267,120,period-based
76,294,840,,0,0.86267,120,period-based
76,295,841,,0,0.86267,120,period-based
76,296,842,,0,0.86267,120,period-based
76,297,843,,0,0.86267,120,period-based
76,298,844,,0,0.86267,120,period-based
76,299,845,,0,0.86267,120,period-based
76,300,846,,0,0.86267,120,period-based
76,301,847,,0,0.86267,120,period-based
76,302,848,,0,0.86267,120,period-based
76,303,849,,0,0.86267,120,period-based
76,304,850,,0,0.86267,120,period-based
76,305,851,,0,0.86267,120,period-based
76,306,852,,0,0.86267,120,period-based
76,307,853,,0,0.86267,120,period-based
76,308,854,,0,0.86267,120,period-based
76,309,855,,0,0.86267,120,period-based
76,310,856,,0,0.86267,120,period-based
76,311,857,,0,0.86267,120,period-based
76,312,858,,0,0.86267,120,period-based
76,313,859,,0,0.86267,120,period-based
76,314,860,,0,0.86267,120,period-based
76,315,861,,0,0.86267,120,period-based
76,316,862,,0,0.86267,120,period-based
76,317,863,,0,0.86267,120,period-based
76,318,864,,0,0.86267,120,period-based
76,319,865,,0,0.86267,120,period-based
76,320,866,,0,0.86267,120,period-based
76,321,867,,0,0.86267,120,period-based
76,322,868,,0,0.86267,120,period-based
76,323,869,,0,0.86267,120,period-based
76,324,870,,0,0.86267,120,period-based
76,325,871,,0,0.86267,120,period-based
76,326,872,,0,0.86267,120,period-based
76,327,873,,0,0.86267,120,period-based
76,328,874,,0,0.86267,120,period-based
76,329,875,,0,0.86267,120,period-based
76,330,876,,0,0.86267,120,period-based
76,331,877,,0,0.86267,120,period-based
76,332,878,,0,0.86267,120,period-based
76,333,879,,0,0.86267,120,period-based
76,334,880,,0,0.86267,120,period-based
76,335,881,,0,0.86267,120,period-based
76,336,882,,0,0.86267,120,period-based
76,337,883,,0,0.86267,120,period-based
76,338,884,,0,0.86267,120,period-based
76,339,885,,0,0.86267,120,period-based
76,340,886,,0,0.86267,120,period-based
76,341,887,,0,0.86267,120,period-based
76,342,888,,0,0.86267,120,period-based
76,343,889,,0,0.86267,120,period-based
76,344,890,,0,0.86267,120,period-based
76,345,891,,0,0.86267,120,period-based
76,346,892,,0,0.86267,120,period-based
76,347,893,,0,0.86267,120,period-based
76,348,894,,0,0.86267,120,period-based
76,349,895,,0,0.86267,120,period-based
76,350,896,,0,0.86267,120,period-based
76,351,897,,0,0.86267,120,period-based
76,352,898,,0,0.86267,120,period-based
76,353,899,,0,0.86267,120,period-based
76,354,900,,0,0.86267,120,period-based
76,355,901,,0,0.86267,120,period-based
76,356,902,,0,0.86267,120,period-based
76,357,903,,0,0.86267,120,period-based
76,358,904,,0,0.86267,120,period-based
76,359,905,,0,0.86267,120,period-based
76,360,906,,0,0.86267,120,period-based
76,361,907,,0,0.86267,120,period-based
76,362,908,,0,0.86267,120,period-based
76,363,909,,0,0.86267,120,period-based
76,364,910,,0,0.86267,120,period-based
76,365,911,,0,0.86267,120,period-based
76,366,912,,0,0.86267,120,period-based
76,367,913,,0,0.86267,120,period-based
76,368,914,,0,0.86267,120,period-based
76,369,915,,0,0.86267,120,period-based
76,370,916,,0,0.86267,120,period-based
76,371,917,,0,0.86267,120,period-based
76,372,918,,0,0.86267,120,period-based
76,373,919,,0,0.86267,120,period-based
76,374,920,,0,0.86267,120,period-based
76,375,921,,0,0.86267,120,period-based
76,376,922,,0,0.86267,120,period-based
76,377,923,,0,0.86267,120,period-based
76,378,924,,0,0.86267,120,period-based
76,379,925,,0,0.86267,120,period-based
76,380,926,,0,0.86267,120,period-based
76,381,927,,0,0.86267,120,period-based
76,382,928,,0,0.86267,120,period-based
76,383,929,,0,0.86267,120,period-based
76,384,930,,0,0.86267,120,period-based
76,385,931,,0,0.86267,120,period-based
76,386,932,,0,0.86267,120,period-based
76,387,933,,0,0.86267,120,period-based
76,388,390,,0,12.0468,120,period-based
76,388,391,,0,6.35718,120,period-based
76,388,708,,0,1.81366,120,period-based
76,388,802,,0,4.42618,120,period-based
76,389,390,,0,4.70056,120,period-based
76,389,801,,0,7.50969,120,period-based
76,389,914,,0,3.3019,120,period-based
76,390,388,,0,12.0468,120,period-based
76,390,389,,0,4.70056,120,period-based
76,390,925,,0,7.06021,120,period-based
76,391,388,,0,6.35718,120,period-based
76,391,392,,0,4.5587,120,period-based
76,391,709,,0,1.26933,120,period-based
76,391,715,,0,4.71637,120,period-based
76,392,391,,0,4.5587,120,period-based
76,392,393,,0,2.70059,120,period-based
76,392,713,,0,1.675,120,period-based
76,392,717,,0,1.60466,120,period-based
76,393,392,,0,2.70059,120,period-based
76,393,394,,0,3.1116,120,period-based
76,393,712,,0,2.70953,120,period-based
76,393,716,,0,0.61304,120,period-based
76,394,393,,0,3.1116,120,period-based
76,394,395,,0,2.25782,120,period-based
76,394,584,,0,4.77245,120,period-based
76,394,601,,0,0.56239,120,period-based
76,395,394,,0,2.25782,120,period-based
76,395,396,,0,3.35722,120,period-based
76,395,584,,0,3.87386,120,period-based
76,395,600,,0,0.82969,120,period-based
76,396,395,,0,3.35722,120,period-based
76,396,397,,0,1.95295,120,period-based
76,397,396,,0,1.95295,120,period-based
76,397,398,,0,2.17728,120,period-based
76,397,588,,0,2.501,120,period-based
76,397,604,,0,1.10476,120,period-based
76,398,397,,0,2.17728,120,period-based
76,398,399,,0,0.62803,120,period-based
76,398,400,,0,1.95581,120,period-based
76,398,403,,0,2.806,120,period-based
76,399,398,,0,0.62803,120,period-based
76,399,537,,0,3.93438,120,period-based
76,399,604,,0,1.69926,120,period-based
76,399,609,,0,1.364,120,period-based
76,400,398,,0,1.95581,120,period-based
76,400,401,,0,3.45553,120,period-based
76,400,587,,0,1.00973,120,period-based
76,400,609,,0,2.50769,120,period-based
76,401,400,,0,3.45553,120,period-based
76,401,402,,0,1.5004,120,period-based
76,401,585,,0,1.00047,120,period-based
76,401,590,,0,2.22043,120,period-based
76,402,401,,0,1.5004,120,period-based
76,403,398,,0,2.806,120,period-based
76,403,404,,0,3.00452,120,period-based
76,403,606,,0,1.20311,120,period-based
76,403,611,,0,1.92899,120,period-based
76,404,403,,0,3.00452,120,period-based
76,404,405,,0,0.91703,120,period-based
76,404,675,,0,1.54319,120,period-based
76,404,680,,0,1.61045,120,period-based
76,405,404,,0,0.91703,120,period-based
76,405,406,,0,2.18666,120,period-based
76,405,488,,0,0.95285,120,period-based
76,406,405,,0,2.18666,120,period-based
76,406,407,,0,3.05061,120,period-based
76,406,677,,0,0.82067,120,period-based
76,406,682,,0,2.20446,120,period-based
76,407,406,,0,3.05061,120,period-based
76,407,408,,0,2.94384,120,period-based
76,407,687,,0,0.82067,120,period-based
76,407,692,,0,2.45596,120,period-based
76,408,407,,0,2.94384,120,period-based
76,408,409,,0,1.91447,120,period-based
76,408,689,,0,1.04948,120,period-based
76,408,694,,0,2.10339,120,period-based
76,409,408,,0,1.91447,120,period-based
76,409,410,,0,3.58034,120,period-based
76,409,538,,0,1.40829,120,period-based
76,409,539,,0,2.55473,120,period-based
76,410,409,,0,3.58034,120,period-based
76,410,411,,0,2.99149,120,period-based
76,410,690,,0,2.81196,120,period-based
76,410,700,,0,0.63686,120,period-based
76,411,410,,0,2.99149,120,period-based
76,411,412,,0,2.93815,120,period-based
76,411,685,,0,2.91909,120,period-based
76,411,695,,0,0.63686,120,period-based
76,412,411,,0,2.93815,120,period-based
76,412,413,,0,2.87283,120,period-based
76,413,412,,0,2.87283,120,period-based
76,413,414,,0,2.80865,120,period-based
76,413,730,,0,3.17024,120,period-based
76,413,734,,0,0.62208,120,period-based
76,414,413,,0,2.80865,120,period-based
76,414,415,,0,4.37375,120,period-based
76,414,731,,0,3.20061,120,period-based
76,414,735,,0,0.63686,120,period-based
76,415,414,,0,4.37375,120,period-based
76,415,416,,0,6.15496,120,period-based
76,415,727,,0,4.24465,120,period-based
76,415,733,,0,1.75633,120,period-based
76,416,415,,0,6.15496,120,period-based
76,416,417,,0,5.59407,120,period-based
76,416,726,,0,2.04509,120,period-based
76,416,732,,0,3.95137,120,period-based
76,417,416,,0,5.59407,120,period-based
76,417,732,,0,8.19718,120,period-based
76,417,913,,0,3.12711,120,period-based
76,417,926,,0,6.52016,120,period-based
76,418,419,,0,5.50658,120,period-based
76,418,921,,0,2.33798,120,period-based
76,418,922,,0,4.25297,120,period-based
76,418,923,,0,10.3917,120,period-based
76,419,418,,0,5.50658,120,period-based
76,419,420,,0,4.81398,120,period-based
76,419,739,,0,3.41273,120,period-based
76,419,743,,0,1.62768,120,period-based
76,420,419,,0,4.81398,120,period-based
76,420,421,,0,2.97089,120,period-based
76,420,751,,0,2.501,120,period-based
76,420,752,,0,0.90683,120,period-based
76,421,420,,0,2.97089,120,period-based
76,421,422,,0,3.25194,120,period-based
76,421,753,,0,1.47413,120,period-based
76,421,754,,0,1.83508,120,period-based
76,422,421,,0,3.25194,120,period-based
76,422,423,,0,2.80865,120,period-based
76,422,762,,0,0.61,120,period-based
76,422,766,,0,3.05061,120,period-based
76,423,422,,0,2.80865,120,period-based
76,423,424,,0,3.09902,120,period-based
76,423,764,,0,0.69551,120,period-based
76,423,767,,0,3.49621,120,period-based
76,424,423,,0,3.09902,120,period-based
76,424,425,,0,3.06764,120,period-based
76,424,773,,0,0.682,120,period-based
76,424,777,,0,3.32995,120,period-based
76,425,424,,0,3.06764,120,period-based
76,425,426,,0,1.53594,120,period-based
76,425,775,,0,1.47539,120,period-based
76,425,779,,0,1.73609,120,period-based
76,426,425,,0,1.53594,120,period-based
76,426,427,,0,0.9548,120,period-based
76,426,441,,0,4.40258,120,period-based
76,427,426,,0,0.9548,120,period-based
76,427,428,,0,3.24219,120,period-based
76,427,594,,0,0.7446,120,period-based
76,427,779,,0,2.57432,120,period-based
76,428,427,,0,3.24219,120,period-based
76,428,429,,0,0.682,120,period-based
76,428,431,,0,0.9548,120,period-based
76,429,428,,0,0.682,120,period-based
76,429,430,,0,0.60078,120,period-based
76,429,593,,0,1.00047,120,period-based
76,429,778,,0,2.39692,120,period-based
76,430,429,,0,0.60078,120,period-based
76,431,428,,0,0.9548,120,period-based
76,431,432,,0,3.22089,120,period-based
76,431,593,,0,0.682,120,period-based
76,431,597,,0,2.42854,120,period-based
76,432,431,,0,3.22089,120,period-based
76,432,433,,0,2.37978,120,period-based
76,432,595,,0,1.66609,120,period-based
76,432,599,,0,1.56355,120,period-based
76,433,432,,0,2.37978,120,period-based
76,433,434,,0,2.01208,120,period-based
76,433,616,,0,2.79936,120,period-based
76,433,617,,0,0.76433,120,period-based
76,434,433,,0,2.01208,120,period-based
76,434,435,,0,2.60592,120,period-based
76,434,618,,0,3.17024,120,period-based
76,434,619,,0,0.63686,120,period-based
76,435,434,,0,2.60592,120,period-based
76,435,436,,0,1.78575,120,period-based
76,435,552,,0,1.30973,120,period-based
76,435,554,,0,1.76057,120,period-based
76,436,435,,0,1.78575,120,period-based
76,436,437,,0,2.75582,120,period-based
76,436,496,,0,0.95285,120,period-based
76,437,436,,0,2.75582,120,period-based
76,437,438,,0,3.79967,120,period-based
76,437,554,,0,1.037,120,period-based
76,437,556,,0,3.32156,120,period-based
76,438,437,,0,3.79967,120,period-based
76,438,439,,0,2.196,120,period-based
76,438,535,,0,7.09097,120,period-based
76,438,536,,0,1.85925,120,period-based
76,438,540,,0,1.50659,120,period-based
76,439,438,,0,2.196,120,period-based
76,439,440,,0,2.318,120,period-based
76,439,614,,0,2.33798,120,period-based
76,439,615,,0,0.7764,120,period-based
76,440,439,,0,2.318,120,period-based
76,440,441,,0,2.44076,120,period-based
76,440,612,,0,2.33798,120,period-based
76,440,613,,0,0.86267,120,period-based
76,441,426,,0,4.40258,120,period-based
76,441,440,,0,2.44076,120,period-based
76,441,591,,0,1.87122,120,period-based
76,441,596,,0,1.30973,120,period-based
76,442,443,,0,3.9287,120,period-based
76,442,898,,0,6.25094,120,period-based
76,442,899,,0,1.5444,120,period-based
76,442,929,,0,32.8818,120,period-based
76,443,442,,0,3.9287,120,period-based
76,443,444,,0,4.52881,120,period-based
76,443,897,,0,1.00973,120,period-based
76,443,898,,0,3.82164,120,period-based
76,444,443,,0,4.52881,120,period-based
76,444,445,,0,5.42934,120,period-based
76,445,444,,0,5.42934,120,period-based
76,445,446,,0,6.81154,120,period-based
76,445,885,,0,4.73644,120,period-based
76,445,886,,0,1.64248,120,period-based
76,446,445,,0,6.81154,120,period-based
76,446,447,,0,6.28774,120,period-based
76,446,858,,0,1.41882,120,period-based
76,446,859,,0,4.74469,120,period-based
76,447,446,,0,6.28774,120,period-based
76,447,448,,0,4.3224,120,period-based
76,447,848,,0,3.81335,120,period-based
76,447,849,,0,2.16185,120,period-based
76,448,447,,0,4.3224,120,period-based
76,448,449,,0,2.989,120,period-based
76,448,664,,0,2.75245,120,period-based
76,448,665,,0,0.65699,120,period-based
76,449,448,,0,2.989,120,period-based
76,449,450,,0,1.83,120,period-based
76,449,662,,0,2.63362,120,period-based
76,449,663,,0,0.682,120,period-based
76,450,449,,0,1.83,120,period-based
76,450,451,,0,1.30973,120,period-based
76,450,453,,0,4.05593,120,period-based
76,450,508,,0,3.51955,120,period-based
76,451,450,,0,1.30973,120,period-based
76,451,452,,0,2.00095,120,period-based
76,451,654,,0,2.00652,120,period-based
76,451,655,,0,1.2276,120,period-based
76,452,451,,0,2.00095,120,period-based
76,452,525,,0,2.15668,120,period-based
76,452,652,,0,2.16185,120,period-based
76,452,654,,0,1.13467,120,period-based
76,453,450,,0,4.05593,120,period-based
76,453,454,,0,9.13311,120,period-based
76,453,650,,0,2.62016,120,period-based
76,453,841,,0,0.7446,120,period-based
76,454,453,,0,9.13311,120,period-based
76,454,455,,0,2.99894,120,period-based
76,454,838,,0,1.98695,120,period-based
76,454,840,,0,1.20311,120,period-based
76,455,454,,0,2.99894,120,period-based
76,455,456,,0,2.92864,120,period-based
76,455,833,,0,2.14543,120,period-based
76,455,835,,0,1.18441,120,period-based
76,456,455,,0,2.92864,120,period-based
76,456,457,,0,3.18429,120,period-based
76,456,834,,0,1.96908,120,period-based
76,456,836,,0,1.13467,120,period-based
76,457,456,,0,3.18429,120,period-based
76,457,458,,0,1.58248,120,period-based
76,457,829,,0,3.05061,120,period-based
76,457,831,,0,0.682,120,period-based
76,458,457,,0,1.58248,120,period-based
76,458,459,,0,1.3708,120,period-based
76,458,467,,0,5.6173,120,period-based
76,458,468,,0,3.08879,120,period-based
76,459,458,,0,1.3708,120,period-based
76,459,460,,0,5.04681,120,period-based
76,459,832,,0,1.27372,120,period-based
76,459,845,,0,3.63808,120,period-based
76,460,459,,0,5.04681,120,period-based
76,460,461,,0,6.78445,120,period-based
76,460,872,,0,4.80508,120,period-based
76,460,875,,0,1.09969,120,period-based
76,461,460,,0,6.78445,120,period-based
76,461,462,,0,5.79725,120,period-based
76,461,874,,0,2.42854,120,period-based
76,461,877,,0,3.93675,120,period-based
76,462,461,,0,5.79725,120,period-based
76,462,873,,0,3.26108,120,period-based
76,462,876,,0,2.74025,120,period-based
76,462,927,,0,7.7268,120,period-based
76,463,464,,0,4.16322,120,period-based
76,463,928,,0,16.654,120,period-based
76,464,463,,0,4.16322,120,period-based
76,464,465,,0,7.80824,120,period-based
76,464,883,,0,2.78804,120,period-based
76,464,884,,0,3.36165,120,period-based
76,465,464,,0,7.80824,120,period-based
76,465,466,,0,6.00285,120,period-based
76,465,862,,0,4.47426,120,period-based
76,465,881,,0,1.54319,120,period-based
76,466,465,,0,6.00285,120,period-based
76,466,467,,0,5.7353,120,period-based
76,466,855,,0,2.10339,120,period-based
76,466,862,,0,3.97203,120,period-based
76,467,458,,0,5.6173,120,period-based
76,467,466,,0,5.7353,120,period-based
76,467,845,,0,2.20446,120,period-based
76,467,855,,0,3.79232,120,period-based
76,468,458,,0,3.08879,120,period-based
76,468,469,,0,3.18429,120,period-based
76,468,829,,0,1.66609,120,period-based
76,468,830,,0,1.50659,120,period-based
76,469,468,,0,3.18429,120,period-based
76,469,470,,0,2.94384,120,period-based
76,469,819,,0,0.65982,120,period-based
76,469,824,,0,3.54115,120,period-based
76,470,469,,0,2.94384,120,period-based
